i	X	Y	DATA1	DATA2	DATA3	ISZONE	ISINTERSEC	LABEL	INBOAI	FIALII	F_nali	F_navs	F_nboa	F_nlan	F_npas	F_rali	F_ravs	F_rboa	F_rpas	F_stop	geometry
7800	829.9530029999999670	7292.3696289999998044	23.5928000000000004	35.6619990000000016	0.0000000000000000	0	0	1917	0.0000000000000000	0.8591721000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.0000000000000000	POINT(829.953003 7292.369629)
7808	818.2509770000001481	7301.1000979999998890	1.5117100000000001	1.5117100000000001	0.0000000000000000	0	0	sus	0.0000000000000000	0.1054047000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.0000000000000000	POINT(818.250977 7301.100098)
7809	827.3260999999997694	7295.1589999999996508	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	1918	0.8233901000000000	2.4295144000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.0000000000000000	POINT(827.3261 7295.159)
7828	816.8980100000001130	7340.7700199999999313	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	1312	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(816.89801 7340.77002)
9057	823.4740600000000086	7342.3398440000000846	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	1311	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(823.47406 7342.339844)
9139	832.2659910000000991	7344.6699220000000423	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	1977	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(832.265991 7344.669922)
9163	822.8209839999999531	7297.9599609999995664	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	1659	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(822.820984 7297.959961)
9450	814.7640380000000278	7303.4799800000000687	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	1676	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(814.764038 7303.47998)
95001	815.1026000976561363	7298.4458007800003543	0.0000000000000000	25.0000000000000000	3.9000001000000002	0	0	0000	0.2239815000000000	0.3561182000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.0000000000000000	POINT(815.1026 7298.445801)
95115	827.6048474317819910	7295.1778524900000775	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0		0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(827.604847 7295.177852)
95116	827.3699736590029943	7295.2652795200001492	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0		0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(827.369974 7295.26528)
95117	827.2380763031579818	7295.3245655099999567	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0		0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(827.238076 7295.324566)
95118	826.9974752495199937	7295.3189647700000933	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0		0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(826.997475 7295.318965)
95119	826.7051547064839951	7295.4814294899997549	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0		0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(826.705155 7295.481429)
95132	824.2924000000000433	7295.6400000000003274	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	0000	10.7776359999999993	10.5310170000000003	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.0000000000000000	POINT(824.2924 7295.64)
95133	824.3575999999997066	7295.1670000000003711	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	0000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.0000000000000000	POINT(824.3576 7295.167)
95134	823.9290999999999485	7295.1499999999996362	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	0000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(823.9291 7295.15)
95135	826.4881000000000313	7295.3310000000001310	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	0000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(826.4881 7295.331)
95136	826.3392000000000053	7295.5360000000000582	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	0000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	1.0000000000000000	POINT(826.3392 7295.536)
95137	826.4447999999999865	7289.9809999999997672	0.0000000000000000	0.0000000000000000	0.0000000000000000	0	0	0000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(826.4448 7289.981)
203747	823.5310058593750000	7272.9799804699996457	577.0000000000000000	25.0000000000000000	0.5500000000000000	0	0	6	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	POINT(823.531006 7272.97998)
