ID	i	j	LENGTH	TYPE	MODES	LANES	VDF	DATA1	DATA2	DATA3	VOLAX	F_fncti	F_length	F_nat	F_pabuss	F_reg	F_regbus	F_sabuss	F_skaft	F_skbuss	F_sobuss	F_temp	F_vabuss	geometry
7806-9450	7806	9450	8.6000004000000008	71	ijk	1.0000000000000000	0	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	8.6000004000000008	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(809.486023 7310.120117, 814.764038 7303.47998)
7828-9216	7828	9216	13.9699989999999996	71	ijk	1.0000000000000000	0	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	13.9700000000000006	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(816.89801 7340.77002, 808.153992 7331.97998)
9139-9451	9139	9451	15.3100000000000005	71	ijk	1.0000000000000000	0	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	15.3100000000000005	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(832.265991 7344.669922, 843.218018 7347.669922)
9216-7828	9216	7828	13.9699989999999996	71	ijk	1.0000000000000000	0	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	13.9700000000000006	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(808.153992 7331.97998, 816.89801 7340.77002)
9450-7806	9450	7806	8.6000004000000008	71	ijk	1.0000000000000000	0	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	8.6000004000000008	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(814.764038 7303.47998, 809.486023 7310.120117)
9451-9139	9451	9139	15.3100000000000005	71	ijk	1.0000000000000000	0	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	15.3100000000000005	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(843.218018 7347.669922, 832.265991 7344.669922)
203770-203772	203770	203772	0.9693706000000000	1	cbg	2.0000000000000000	64	0.0000000000000000	1.0000000000000000	1.0000000000000000	0.0000000000000000	0.0000000000000000	0.8100000000000001	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(817.830994 7273.959961, 817.829529 7273.981934, 817.828918 7274.021973, 817.831482 7274.044434, 817.832092 7274.049805, 817.836914 7274.086914, 817.842773 7274.10791, 817.853577 7274.124512, 817.866394 7274.13916, 817.897095 7274.16748, 817.927979 7274.199219, 817.958313 7274.232422, 817.985474 7274.263672, 818.00293 7274.286621, 818.027222 7274.3125, 818.043518 7274.321777, 818.069092 7274.32666, 818.105408 7274.330078, 818.144104 7274.333008, 818.184387 7274.335938, 818.240112 7274.340332, 818.283386 7274.342285, 818.31073 7274.344727, 818.347778 7274.347168, 818.371521 7274.350098, 818.389587 7274.353027, 818.404053 7274.359863)
203772-203770	203772	203770	0.9693706000000000	1	cbg	2.0000000000000000	64	0.0000000000000000	1.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.8100000000000001	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(818.404053 7274.359863, 818.389587 7274.353027, 818.371521 7274.350098, 818.347778 7274.347168, 818.31073 7274.344727, 818.283386 7274.342285, 818.240112 7274.340332, 818.184387 7274.335938, 818.144104 7274.333008, 818.105408 7274.330078, 818.069092 7274.32666, 818.043518 7274.321777, 818.027222 7274.3125, 818.00293 7274.286621, 817.985474 7274.263672, 817.958313 7274.232422, 817.927979 7274.199219, 817.897095 7274.16748, 817.866394 7274.13916, 817.853577 7274.124512, 817.842773 7274.10791, 817.836914 7274.086914, 817.832092 7274.049805, 817.831482 7274.044434, 817.828918 7274.021973, 817.829529 7273.981934, 817.830994 7273.959961)
203842-203858	203842	203858	1.0477240999999999	1	cbg	3.0000000000000000	41	0.0000000000000000	1.0000000000000000	1.0000000000000000	0.0000000000000000	0.0000000000000000	0.8700000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(811.002014 7277.839844, 811.003479 7277.838379, 811.014587 7277.854004, 811.025574 7277.869629, 811.03302 7277.879883, 811.036499 7277.884766, 811.047424 7277.900879, 811.058289 7277.916504, 811.069214 7277.932129, 811.080078 7277.947266, 811.091125 7277.962891, 811.102112 7277.979004, 811.112915 7277.994629, 811.123779 7278.010254, 811.134705 7278.025879, 811.145508 7278.041504, 811.156372 7278.057617, 811.167297 7278.073242, 811.177979 7278.089355, 811.188904 7278.105469, 811.199707 7278.121582, 811.21051 7278.137695, 811.221191 7278.154297, 811.231873 7278.17041, 811.242676 7278.186523, 811.253418 7278.202637, 811.256775 7278.20752, 811.264099 7278.218262, 811.274719 7278.234375, 811.2854 7278.250488, 811.296021 7278.266113, 811.306519 7278.282227, 811.317017 7278.29834, 811.327576 7278.314453, 811.338196 7278.330566, 811.348877 7278.346191, 811.359619 7278.362305, 811.370422 7278.378418, 811.381104 7278.394531, 811.391785 7278.410645, 811.402588 7278.426758, 811.41333 7278.442871, 811.424072 7278.458984, 811.434875 7278.475098, 811.445679 7278.491699, 811.456482 7278.507813, 811.467285 7278.523926, 811.478027 7278.539551, 811.488708 7278.555664, 811.491028 7278.560059)
203858-203842	203858	203842	1.0477240999999999	1	cbg	3.0000000000000000	41	0.0000000000000000	1.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.8700000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	LINESTRING(811.491028 7278.560059, 811.488708 7278.555664, 811.478027 7278.539551, 811.467285 7278.523926, 811.456482 7278.507813, 811.445679 7278.491699, 811.434875 7278.475098, 811.424072 7278.458984, 811.41333 7278.442871, 811.402588 7278.426758, 811.391785 7278.410645, 811.381104 7278.394531, 811.370422 7278.378418, 811.359619 7278.362305, 811.348877 7278.346191, 811.338196 7278.330566, 811.327576 7278.314453, 811.317017 7278.29834, 811.306519 7278.282227, 811.296021 7278.266113, 811.2854 7278.250488, 811.274719 7278.234375, 811.264099 7278.218262, 811.256775 7278.20752, 811.253418 7278.202637, 811.242676 7278.186523, 811.231873 7278.17041, 811.221191 7278.154297, 811.21051 7278.137695, 811.199707 7278.121582, 811.188904 7278.105469, 811.177979 7278.089355, 811.167297 7278.073242, 811.156372 7278.057617, 811.145508 7278.041504, 811.134705 7278.025879, 811.123779 7278.010254, 811.112915 7277.994629, 811.102112 7277.979004, 811.091125 7277.962891, 811.080078 7277.947266, 811.069214 7277.932129, 811.058289 7277.916504, 811.047424 7277.900879, 811.036499 7277.884766, 811.03302 7277.879883, 811.025574 7277.869629, 811.014587 7277.854004, 811.003479 7277.838379, 811.002014 7277.839844)
